,best_categ
7398,2
7410,2
7442,2
7458,2
7474,2
7478,2
7506,2
7526,2
7542,2
7574,2
7586,2
7590,2
7602,2
7610,2
7650,2
7666,2
7670,2
7674,2
7762,2
7826,2
8090,2
8094,2
8150,2
8154,2
8158,2
8206,2
8654,2
9318,2
9334,2
9338,2
9430,2
9434,2
9466,2
9486,2
9490,2
9502,2
9566,2
9602,2
9682,2
9686,2
9694,2
9722,2
9750,2
9794,2
9798,2
9814,2
9822,2
9862,2
9878,2
9882,2
9886,2
9926,2
9930,2
9946,2
10114,2
10754,2
10826,2
10830,2
11262,2
11514,2
11846,2
12026,2
12034,2
12038,2
12098,2
12230,2
12398,2
12410,2
12462,2
12478,2
12594,2
12598,2
12642,2
12658,2
12662,2
12706,2
12722,2
12770,2
12806,2
12810,2
12818,2
12822,2
12826,2
12830,2
12834,2
12842,2
12846,2
12858,2
12862,2
12870,2
12874,2
12882,2
12886,2
12890,2
12894,2
12898,2
12902,2
12906,2
12910,2
12922,2
12926,2
12934,2
12946,2
12950,2
12954,2
12958,2
12970,2
12974,2
12986,2
12994,2
12998,2
13002,2
13006,2
13010,2
13014,2
13018,2
13022,2
13026,2
13034,2
13038,2
13050,2
13074,2
13086,2
13090,2
13106,2
13138,2
13146,2
13150,2
13154,2
13158,2
13202,2
13206,2
13218,2
13222,2
13226,2
13266,2
13282,2
13286,2
13302,2
13326,2
13342,2
13358,2
13406,2
13422,2
13450,2
13466,2
13470,2
13486,2
13514,2
13518,2
13534,2
13570,2
13578,2
13586,2
13602,2
13634,2
13642,2
13666,2
13706,2
13730,2
13794,2
14150,2
14270,2
14274,2
14294,2
14350,2
14358,2
14414,2
14486,2
14538,2
14542,2
14550,2
14598,2
14662,2
14674,2
15026,2
15106,2
15234,2
15298,2
15382,2
15390,2
15410,2
15414,2
15450,2
15454,2
15470,2
15474,2
15538,2
15542,2
15570,2
15574,2
15594,2
15606,2
15646,2
15686,2
15690,2
15702,2
15706,2
15734,2
15746,2
15762,2
15774,2
15778,2
15830,2
15874,2
15890,2
16046,2
16086,2
16122,2
16126,2
16182,2
16254,2
16378,2
16498,2
16510,2
16538,2
16550,2
16566,2
16626,2
16722,2
16818,2
16822,2
16886,2
17042,2
17106,2
17178,2
17238,2
17242,2
17302,2
17310,2
17370,2
17374,2
17474,2
17666,2
17730,2
17858,2
18062,2
18330,2
18394,2
18454,2
18486,2
18490,2
18590,2
18650,2
18714,2
18718,2
18802,2
18846,2
18866,2
18874,2
18930,2
18962,2
18966,2
19030,2
19154,2
19158,2
19174,2
19222,2
19226,2
19230,2
19294,2
19598,2
19662,2
19802,2
19910,2
19974,2
19978,2
20042,2
20106,2
20170,2
20174,2
20190,2
20226,2
20290,2
20354,2
20538,2
20622,2
20698,2
20714,2
20914,2
21214,2
21266,2
21270,2
21314,2
21330,2
21334,2
21378,2
21394,2
21458,2
21462,2
21550,2
21814,2
21874,2
21910,2
21938,2
21942,2
21986,2
22002,2
22006,2
22018,2
22022,2
22026,2
22030,2
22034,2
22038,2
22042,2
22046,2
22054,2
22058,2
22062,2
22074,2
22082,2
22102,2
22106,2
22110,2
22122,2
22126,2
22138,2
22142,2
22154,2
22158,2
22166,2
22170,2
22174,2
22182,2
22186,2
22190,2
22202,2
22206,2
22218,2
22230,2
22234,2
22238,2
22242,2
22246,2
22250,2
22254,2
22266,2
22290,2
22306,2
22310,2
22314,2
22354,2
22366,2
22370,2
22374,2
22378,2
22418,2
22438,2
22482,2
22494,2
22498,2
22502,2
22506,2
22542,2
22558,2
22574,2
22606,2
22622,2
22638,2
22666,2
22670,2
22686,2
22702,2
22734,2
22746,2
22750,2
22818,2
22850,2
22858,2
22922,2
22946,2
22994,2
23298,2
23302,2
23318,2
23366,2
23446,2
23494,2
23626,2
23630,2
23638,2
23674,2
23690,2
23694,2
23830,2
23878,2
23938,2
23958,2
24002,2
24386,2
24450,2
24514,2
24566,2
24594,2
24598,2
24622,2
24746,2
24758,2
24810,2
25126,2
25190,2
25262,2
25274,2
25326,2
25338,2
25378,2
25446,2
25458,2
25506,2
25514,2
25522,2
25526,2
25590,2
25598,2
25626,2
25646,2
25650,2
25654,2
25710,2
25726,2
25782,2
25842,2
25846,2
25906,2
25922,2
25938,2
25954,2
25970,2
25974,2
26054,2
26066,2
26070,2
26130,2
26194,2
26262,2
26322,2
26518,2
26522,2
26526,2
26586,2
26834,2
27150,2
27214,2
27278,2
27342,2
27418,2
27482,2
27546,2
27610,2
27822,2
27922,2
27934,2
27938,2
27954,2
27982,2
27986,2
28018,2
28038,2
28050,2
28058,2
28066,2
28082,2
28090,2
28114,2
28118,2
28146,2
28178,2
28306,2
28498,2
28566,2
28786,2
29082,2
29190,2
29194,2
29254,2
29278,2
29442,2
29570,2
29710,2
29726,2
29774,2
29786,2
29910,2
29914,2
30394,2
30454,2
30458,2
30482,2
30498,2
30782,2
31026,2
31030,2
31074,2
31090,2
31094,2
31154,2
31218,2
31242,2
31254,2
31258,2
31262,2
31266,2
31270,2
31274,2
31278,2
31318,2
31322,2
31326,2
31330,2
31334,2
31338,2
31342,2
31358,2
31362,2
31374,2
31386,2
31390,2
31402,2
31406,2
31446,2
31450,2
31454,2
31458,2
31462,2
31466,2
31470,2
31506,2
31518,2
31522,2
31526,2
31570,2
31586,2
31594,2
31634,2
31638,2
31650,2
31654,2
31670,2
31698,2
31714,2
31718,2
31722,2
31758,2
31774,2
31790,2
31838,2
31854,2
31918,2
31950,2
31966,2
31982,2
32018,2
32050,2
32098,2
32514,2
32518,2
32574,2
32582,2
32646,2
32726,2
32766,2
32782,2
32846,2
32910,2
32942,2
32974,2
32982,2
33026,2
33030,2
33090,2
33094,2
33098,2
33114,2
33154,2
33162,2
33166,2
33218,2
33222,2
33538,2
33666,2
33962,2
33966,2
33974,2
34030,2
34070,2
34150,2
34210,2
34218,2
34246,2
34274,2
34350,2
34362,2
34426,2
34430,2
34478,2
34490,2
34494,2
34558,2
34578,2
34610,2
34622,2
34674,2
34706,2
34718,2
34722,2
34742,2
34778,2
34786,2
34790,2
34794,2
34810,2
34814,2
34842,2
34878,2
34906,2
34934,2
34942,2
34970,2
35006,2
35034,2
35174,2
35254,2
35314,2
35346,2
35474,2
35610,2
35614,2
35858,2
35922,2
36366,2
36634,2
36698,2
36826,2
36930,2
36994,2
37066,2
37178,2
37202,2
37270,2
37338,2
37342,2
37354,2
37418,2
37530,2
37594,2
37598,2
37762,2
37766,2
37822,2
38170,2
38214,2
38410,2
38474,2
38658,2
38722,2
38942,2
38950,2
38954,2
39014,2
39018,2
39022,2
39062,2
39078,2
39082,2
39086,2
39094,2
39130,2
39146,2
39150,2
39542,2
39546,2
39614,2
39618,2
39674,2
39810,2
39826,2
39874,2
40030,2
40158,2
40242,2
40306,2
40370,2
40422,2
40434,2
40438,2
40450,2
40462,2
40470,2
40474,2
40478,2
40482,2
40490,2
40494,2
40510,2
40526,2
40530,2
40534,2
40538,2
40542,2
40550,2
40558,2
40594,2
40602,2
40610,2
40614,2
40618,2
40622,2
40638,2
40646,2
40658,2
40662,2
40666,2
40670,2
40674,2
40678,2
40682,2
40686,2
40698,2
40702,2
40722,2
40738,2
40742,2
40746,2
40758,2
40806,2
40810,2
40814,2
40858,2
40914,2
40938,2
40974,2
40986,2
40990,2
41006,2
41034,2
41054,2
41070,2
41102,2
41118,2
41134,2
41162,2
41166,2
41182,2
41218,2
41226,2
41282,2
41290,2
41298,2
41354,2
41378,2
41418,2
41998,2
42058,2
42062,2
42122,2
42126,2
42186,2
42190,2
42246,2
42318,2
42786,2
42882,2
43050,2
43054,2
43058,2
43062,2
43114,2
43122,2
43126,2
43134,2
43182,2
43186,2
43190,2
43250,2
43298,2
43354,2
43418,2
43630,2
43642,2
43706,2
43710,2
43802,2
43806,2
43818,2
43826,2
43890,2
43950,2
43954,2
43962,2
43986,2
44002,2
44010,2
44066,2
44114,2
44122,2
44146,2
44186,2
44222,2
44250,2
44266,2
44278,2
44326,2
44486,2
44498,2
44502,2
44690,2
44702,2
44830,2
44890,2
44950,2
44958,2
45014,2
45018,2
45022,2
45070,2
45138,2
45202,2
45506,2
45518,2
45646,2
45698,2
45710,2
45850,2
45914,2
45978,2
46042,2
46182,2
46358,2
46394,2
46402,2
46458,2
46622,2
46870,2
46874,2
46934,2
47622,2
47690,2
47794,2
48158,2
48170,2
48182,2
48234,2
48418,2
48682,2
48914,2
49182,2
49334,2
49430,2
49446,2
49458,2
49462,2
49494,2
49510,2
49514,2
49526,2
49682,2
49686,2
49690,2
49694,2
49698,2
49702,2
49706,2
49710,2
49722,2
49726,2
49730,2
49734,2
49738,2
49742,2
49746,2
49750,2
49754,2
49758,2
49762,2
49766,2
49770,2
49774,2
49786,2
49790,2
49818,2
49822,2
49946,2
49962,2
50018,2
50190,2
50198,2
50206,2
50222,2
50254,2
50270,2
50434,2
50442,2
50566,2
51210,2
51214,2
51230,2
51274,2
51278,2
51458,2
51462,2
51466,2
51522,2
51526,2
52258,2
52278,2
52342,2
52582,2
52798,2
52922,2
52926,2
53010,2
53014,2
53030,2
53066,2
53070,2
53082,2
53510,2
53522,2
53554,2
53558,2
53778,2
53782,2
53842,2
53846,2
53914,2
54034,2
54038,2
54042,2
54046,2
54102,2
54170,2
54174,2
54274,2
54290,2
54418,2
54530,2
54594,2
54914,2
54930,2
55170,2
55194,2
6,2
10,2
11,2
14,2
15,2
18,2
19,2
31,2
42,2
43,2
46,2
47,2
50,2
51,2
55,2
63,2
74,2
75,2
78,2
83,2
98,2
99,2
107,2
110,2
111,2
115,2
139,2
142,2
151,2
167,2
170,2
171,2
174,2
175,2
179,2
198,2
203,2
206,2
207,2
211,2
214,2
215,2
226,2
230,2
234,2
235,2
239,2
243,2
247,2
251,2
258,2
262,2
266,2
267,2
270,2
271,2
275,2
283,2
287,2
298,2
299,2
302,2
303,2
307,2
315,2
318,2
319,2
330,2
331,2
334,2
335,2
338,2
339,2
343,2
346,2
347,2
351,2
362,2
363,2
366,2
371,2
374,2
375,2
379,2
382,2
383,2
394,2
398,2
403,2
410,2
411,2
414,2
415,2
434,2
435,2
443,2
446,2
458,2
462,2
466,2
467,2
470,2
486,2
490,2
491,2
498,2
502,2
507,2
510,2
511,2
514,2
518,2
522,2
523,2
530,2
535,2
539,2
554,2
555,2
558,2
559,2
566,2
571,2
586,2
587,2
590,2
591,2
594,2
595,2
598,2
603,2
618,2
619,2
622,2
650,2
658,2
659,2
671,2
674,2
682,2
683,2
690,2
691,2
694,2
703,2
706,2
710,2
714,2
718,2
726,2
727,2
735,2
742,2
750,2
751,2
754,2
758,2
763,2
767,2
770,2
778,2
779,2
782,2
786,2
787,2
790,2
795,2
802,2
806,2
814,2
818,2
819,2
822,2
823,2
834,2
835,2
838,2
846,2
850,2
851,2
855,2
878,2
882,2
883,2
886,2
895,2
914,2
927,2
946,2
955,2
959,2
991,2
994,2
1002,2
1003,2
1006,2
1019,2
1023,2
1042,2
1046,2
1047,2
1058,2
1078,2
1079,2
1083,2
1090,2
1098,2
1110,2
1111,2
1122,2
1130,2
1138,2
1142,2
1143,2
1146,2
1158,2
1162,2
1163,2
1170,2
1175,2
1179,2
1194,2
1202,2
1207,2
1211,2
1218,2
1239,2
1246,2
1247,2
1250,2
1254,2
1270,2
1271,2
1274,2
1275,2
1278,2
1279,2
1299,2
1302,2
1330,2
1339,2
1362,2
1363,2
1371,2
1379,2
1395,2
1398,2
1403,2
1410,2
1427,2
1430,2
1446,2
1447,2
1454,2
1459,2
1474,2
1491,2
1494,2
1506,2
1507,2
1539,2
1647,2
1771,2
1827,2
1831,2
1863,2
1895,2
1927,2
1931,2
1955,2
1959,2
1987,2
1991,2
2019,2
2083,2
2094,2
2095,2
2103,2
2111,2
2115,2
2123,2
2167,2
2191,2
2199,2
2203,2
2215,2
2223,2
2231,2
2243,2
2247,2
2255,2
2263,2
2267,2
2299,2
2362,2
2363,2
2415,2
2419,2
2427,2
2435,2
2451,2
2459,2
2471,2
2503,2
2507,2
2567,2
2571,2
2583,2
2603,2
2615,2
2663,2
2695,2
2703,2
2711,2
2727,2
2735,2
2743,2
2755,2
2759,2
2767,2
2775,2
2787,2
2791,2
2851,2
2907,2
2915,2
3066,2
3067,2
3843,2
3995,2
3999,2
4355,2
4378,2
4379,2
4387,2
4419,2
4442,2
4443,2
4451,2
4483,2
4506,2
4507,2
4535,2
4538,2
4539,2
4547,2
4579,2
4602,2
4603,2
4615,2
4798,2
4799,2
4807,2
4826,2
4858,2
4859,2
4863,2
4947,2
4967,2
4970,2
4971,2
4978,2
4979,2
4991,2
4998,2
4999,2
5002,2
5003,2
5010,2
5011,2
5023,2
5031,2
5043,2
5051,2
5067,2
5075,2
5094,2
5095,2
5118,2
5119,2
5143,2
5238,2
5239,2
5271,2
5278,2
5303,2
5327,2
5335,2
5343,2
5371,2
5394,2
5395,2
5402,2
5403,2
5418,2
5427,2
5430,2
5431,2
5435,2
5467,2
5483,2
5495,2
5499,2
5510,2
5511,2
5515,2
5523,2
5526,2
5527,2
5559,2
5634,2
5635,2
5642,2
5643,2
5663,2
5674,2
5675,2
5691,2
5706,2
5707,2
5723,2
5735,2
5738,2
5739,2
5755,2
5763,2
5770,2
5802,2
5803,2
5819,2
5831,2
5834,2
5835,2
5859,2
5866,2
5882,2
5883,2
5894,2
5971,2
5979,2
6011,2
6083,2
6114,2
6115,2
6159,2
6162,2
6170,2
6175,2
6187,2
6211,2
6227,2
6230,2
6235,2
6243,2
6275,2
6283,2
6287,2
6302,2
6311,2
6319,2
6323,2
6327,2
6330,2
6335,2
6355,2
6362,2
6363,2
6367,2
6370,2
6371,2
6387,2
6394,2
6395,2
6399,2
6415,2
6423,2
6426,2
6427,2
6430,2
6431,2
6439,2
6451,2
6462,2
6463,2
6483,2
6494,2
6507,2
6515,2
6531,2
6534,2
6535,2
6543,2
6547,2
6558,2
6559,2
6563,2
6567,2
6571,2
6578,2
6583,2
6586,2
6590,2
6591,2
6615,2
6618,2
6627,2
6631,2
6643,2
6650,2
6663,2
6679,2
6695,2
6699,2
6711,2
6746,2
6747,2
6751,2
6755,2
6778,2
6783,2
6791,2
6795,2
6810,2
6811,2
6815,2
6823,2
6839,2
6847,2
6851,2
6855,2
6867,2
6871,2
6878,2
6887,2
6903,2
6906,2
6907,2
6911,2
6923,2
6931,2
6942,2
6943,2
6947,2
6955,2
6959,2
6963,2
6967,2
6971,2
6975,2
6979,2
7003,2
7011,2
7019,2
7027,2
7031,2
7034,2
7035,2
7038,2
7039,2
7043,2
7051,2
7054,2
7055,2
7067,2
7071,2
7130,2
7131,2
7135,2
7139,2
7159,2
7162,2
7167,2
7179,2
7191,2
7194,2
7195,2
7219,2
7222,2
7223,2
7226,2
7227,2
7231,2
7251,2
7254,2
7255,2
7258,2
7259,2
7271,2
7279,2
7286,2
7287,2
7290,2
7291,2
7311,2
7318,2
7319,2
7322,2
7323,2
7350,2
7351,2
7354,2
7355,2
7382,2
7383,2
7387,2
7399,2
7402,2
7407,2
7410,2
7411,2
7414,2
7415,2
7419,2
7422,2
7435,2
7443,2
7446,2
7450,2
7451,2
7474,2
7475,2
7482,2
7483,2
7507,2
7538,2
7539,2
7555,2
7571,2
7578,2
7582,2
7594,2
7595,2
7602,2
7603,2
7627,2
7634,2
7635,2
7651,2
7659,2
7666,2
7667,2
7682,2
7714,2
7778,2
7779,2
7810,2
8070,2
8071,2
8166,2
8194,2
8198,2
8199,2
8202,2
8203,2
8206,2
8207,2
8226,2
8231,2
8238,2
8258,2
8259,2
8263,2
8271,2
8290,2
8291,2
8322,2
8323,2
8326,2
8451,2
8455,2
8466,2
8482,2
8483,2
8487,2
8515,2
8518,2
8519,2
8546,2
8547,2
8550,2
8551,2
8578,2
8579,2
8582,2
8583,2
8610,2
8611,2
8614,2
8615,2
8642,2
8647,2
8674,2
8675,2
8679,2
8770,2
8834,2
8835,2
8866,2
8867,2
8898,2
8899,2
8931,2
8934,2
8962,2
8963,2
8994,2
9026,2
9027,2
9058,2
9059,2
9218,2
9227,2
9231,2
9235,2
9238,2
9239,2
9243,2
9254,2
9255,2
9259,2
9262,2
9263,2
9267,2
9270,2
9271,2
9278,2
9279,2
9291,2
9295,2
9303,2
9307,2
9311,2
9323,2
9327,2
9331,2
9339,2
9343,2
9354,2
9358,2
9363,2
9367,2
9375,2
9399,2
9403,2
9419,2
9423,2
9427,2
9431,2
9435,2
9438,2
9451,2
9455,2
9459,2
9462,2
9463,2
9467,2
9474,2
9478,2
9479,2
9483,2
9486,2
9487,2
9490,2
9494,2
9495,2
9502,2
9503,2
9514,2
9515,2
9519,2
9522,2
9523,2
9531,2
9534,2
9535,2
9538,2
9539,2
9547,2
9550,2
9554,2
9558,2
9559,2
9567,2
9579,2
9583,2
9590,2
9591,2
9598,2
9611,2
9615,2
9619,2
9622,2
9634,2
9642,2
9646,2
9651,2
9655,2
9670,2
9674,2
9678,2
9679,2
9682,2
9683,2
9687,2
9690,2
9691,2
9707,2
9710,2
9711,2
9714,2
9715,2
9722,2
9723,2
9727,2
9730,2
9746,2
9750,2
9755,2
9759,2
9762,2
9763,2
9766,2
9778,2
9782,2
9783,2
9787,2
9790,2
9791,2
9794,2
9798,2
9802,2
9803,2
9806,2
9810,2
9811,2
9814,2
9815,2
9826,2
9827,2
9831,2
9834,2
9838,2
9842,2
9846,2
9847,2
9854,2
9855,2
9858,2
9862,2
9866,2
9867,2
9870,2
9874,2
9875,2
9878,2
9890,2
9894,2
9898,2
9899,2
9902,2
9906,2
9907,2
9910,2
9930,2
9931,2
9934,2
9939,2
9958,2
9959,2
9962,2
9966,2
9967,2
9970,2
9971,2
9974,2
9990,2
9994,2
9995,2
9998,2
10030,2
10034,2
10035,2
10047,2
10058,2
10059,2
10066,2
10067,2
10082,2
10083,2
10090,2
10091,2
10098,2
10099,2
10118,2
10122,2
10123,2
10126,2
10127,2
10130,2
10131,2
10134,2
10146,2
10150,2
10151,2
10154,2
10158,2
10159,2
10162,2
10163,2
10166,2
10167,2
10182,2
10190,2
10191,2
10195,2
10198,2
10199,2
10218,2
10231,2
10239,2
10242,2
10246,2
10250,2
10251,2
10262,2
10263,2
10266,2
10267,2
10270,2
10271,2
10282,2
10283,2
10286,2
10294,2
10295,2
10303,2
10314,2
10318,2
10322,2
10354,2
10355,2
10358,2
10359,2
10370,2
10386,2
10390,2
10391,2
10399,2
10427,2
10431,2
10434,2
10442,2
10459,2
10463,2
10482,2
10483,2
10486,2
10490,2
10491,2
10498,2
10530,2
10531,2
10582,2
10755,2
10775,2
10819,2
10851,2
10859,2
10867,2
10891,2
10983,2
10987,2
11019,2
11087,2
11119,2
11123,2
11147,2
11151,2
11170,2
11187,2
11267,2
11299,2
11307,2
11315,2
11371,2
11403,2
11411,2
11447,2
11467,2
11479,2
11499,2
11511,2
11523,2
11555,2
11559,2
11563,2
11587,2
11591,2
11595,2
11627,2
11651,2
11675,2
11691,2
11699,2
11711,2
11723,2
11743,2
11783,2
11943,2
11947,2
11975,2
11978,2
11991,2
12039,2
12047,2
12058,2
12059,2
12090,2
12091,2
12107,2
12111,2
12122,2
12123,2
12147,2
12154,2
12155,2
12242,2
12243,2
12250,2
12251,2
12275,2
12282,2
12283,2
13062,2
13063,2
13082,2
13083,2
13086,2
13087,2
13115,2
13118,2
13119,2
13123,2
13147,2
13150,2
13151,2
13179,2
13182,2
13183,2
13187,2
13191,2
13210,2
13211,2
13214,2
13215,2
13219,2
13223,2
13242,2
13243,2
13255,2
13275,2
13278,2
13279,2
13287,2
13307,2
13310,2
13311,2
13571,2
13595,2
13611,2
13630,2
13667,2
13722,2
13731,2
13754,2
13755,2
13762,2
13763,2
13786,2
13787,2
13794,2
13795,2
13803,2
13851,2
13855,2
13875,2
13883,2
13887,2
13914,2
13915,2
14086,2
14087,2
14102,2
14107,2
14110,2
14111,2
14123,2
14131,2
14139,2
14155,2
14163,2
14171,2
14187,2
14191,2
14194,2
14195,2
14203,2
14215,2
14219,2
14223,2
14230,2
14231,2
14247,2
14254,2
14255,2
14262,2
14263,2
14271,2
14279,2
14295,2
14303,2
14322,2
14323,2
14335,2
14495,2
14510,2
14511,2
14527,2
14587,2
14607,2
14611,2
14615,2
14639,2
14647,2
14663,2
14671,2
14674,2
14675,2
14687,2
14703,2
14711,2
14719,2
14735,2
14739,2
14758,2
14759,2
14767,2
14770,2
14771,2
14783,2
14858,2
14859,2
14867,2
14875,2
14879,2
14899,2
14931,2
14947,2
14955,2
14963,2
14971,2
15026,2
15027,2
15039,2
15050,2
15058,2
15059,2
15082,2
15083,2
15090,2
15091,2
15106,2
15107,2
15114,2
15115,2
15147,2
15159,2
15179,2
15187,2
15202,2
15203,2
15211,2
15219,2
15227,2
15242,2
15243,2
15251,2
15266,2
15267,2
15274,2
15283,2
15298,2
15299,2
15307,2
15330,2
15331,2
15362,2
15363,2
15379,2
15386,2
15390,2
15391,2
15394,2
15395,2
15398,2
15399,2
15418,2
15419,2
15422,2
15423,2
15450,2
15454,2
15455,2
15467,2
15482,2
15483,2
15495,2
15499,2
15506,2
15507,2
15510,2
15511,2
15514,2
15518,2
15519,2
15523,2
15531,2
15535,2
15538,2
15543,2
15550,2
15566,2
15567,2
15575,2
15582,2
15583,2
15591,2
15599,2
15607,2
15635,2
15638,2
15639,2
15655,2
15663,2
15667,2
15671,2
15674,2
15707,2
15711,2
15738,2
15739,2
15743,2
15751,2
15763,2
15771,2
15775,2
15799,2
15803,2
15806,2
15807,2
15827,2
15831,2
15839,2
15859,2
15862,2
15863,2
15866,2
15867,2
15871,2
15879,2
15895,2
15898,2
15903,2
15911,2
15922,2
15923,2
15935,2
15955,2
15967,2
15979,2
15982,2
15983,2
15987,2
15994,2
15998,2
15999,2
16003,2
16011,2
16030,2
16031,2
16047,2
16051,2
16055,2
16058,2
16062,2
16063,2
16079,2
16090,2
16091,2
16094,2
16095,2
16115,2
16122,2
16126,2
16127,2
16130,2
16131,2
16139,2
16147,2
16154,2
16155,2
16159,2
16170,2
16171,2
16174,2
16187,2
16191,2
16199,2
16206,2
16207,2
16210,2
16211,2
16215,2
16219,2
16223,2
16231,2
16234,2
16235,2
16242,2
16243,2
16251,2
16255,2
16263,2
16267,2
16270,2
16275,2
16278,2
16279,2
16283,2
16287,2
16295,2
16299,2
16303,2
16307,2
16310,2
16311,2
16315,2
16319,2
16335,2
16347,2
16350,2
16351,2
16359,2
16375,2
16382,2
16383,2
16391,2
16395,2
16398,2
16399,2
16402,2
16403,2
16406,2
16407,2
16410,2
16411,2
16415,2
16418,2
16419,2
16423,2
16426,2
16427,2
16431,2
16434,2
16435,2
16443,2
16447,2
16451,2
16458,2
16459,2
16471,2
16475,2
16479,2
16502,2
16503,2
16506,2
16507,2
16510,2
16511,2
16526,2
16542,2
16567,2
16570,2
16571,2
16574,2
16575,2
16595,2
16603,2
16615,2
16630,2
16631,2
16635,2
16639,2
16643,2
16651,2
16658,2
16690,2
16691,2
16722,2
16723,2
16730,2
16755,2
16762,2
16763,2
16787,2
16794,2
16795,2
16810,2
16814,2
16819,2
16826,2
16827,2
16842,2
16843,2
16851,2
16858,2
16859,2
16875,2
16883,2
16890,2
16891,2
16934,2
17318,2
17671,2
17702,2
17730,2
17731,2
17734,2
17762,2
17763,2
17766,2
17794,2
17795,2
17798,2
17799,2
17826,2
17827,2
17830,2
17831,2
17834,2
17835,2
17858,2
17859,2
17862,2
17866,2
17867,2
17890,2
17891,2
17902,2
17923,2
17926,2
17927,2
17954,2
17955,2
17958,2
17959,2
17986,2
17990,2
17991,2
18018,2
18022,2
18050,2
18051,2
18082,2
18083,2
18086,2
18114,2
18115,2
18146,2
18147,2
18150,2
18442,2
18443,2
18447,2
18451,2
18455,2
18459,2
18466,2
18467,2
18474,2
18475,2
18483,2
18487,2
18491,2
18498,2
18506,2
18507,2
18511,2
18515,2
18530,2
18534,2
18538,2
18539,2
18547,2
18555,2
18566,2
18570,2
18571,2
18574,2
18575,2
18579,2
18587,2
18603,2
18606,2
18611,2
18630,2
18635,2
18638,2
18639,2
18642,2
18643,2
18647,2
18658,2
18667,2
18671,2
18675,2
18679,2
18683,2
18699,2
18702,2
18703,2
18707,2
18710,2
18714,2
18715,2
18719,2
18731,2
18735,2
18742,2
18743,2
18747,2
18750,2
18751,2
18762,2
18767,2
18771,2
18775,2
18783,2
18798,2
18803,2
18807,2
18811,2
18815,2
18818,2
18830,2
18831,2
18834,2
18838,2
18839,2
18847,2
18858,2
18859,2
18866,2
18870,2
18871,2
18879,2
18890,2
18891,2
18898,2
18899,2
18902,2
18903,2
18911,2
18914,2
18918,2
18922,2
18923,2
18926,2
18930,2
18931,2
18934,2
18935,2
18938,2
18942,2
18954,2
18962,2
18963,2
18966,2
18967,2
18971,2
18974,2
18975,2
18986,2
18994,2
18998,2
19007,2
19018,2
19019,2
19030,2
19034,2
19042,2
19050,2
19051,2
19063,2
19066,2
19082,2
19083,2
19086,2
19087,2
19090,2
19095,2
19098,2
19099,2
19114,2
19115,2
19118,2
19119,2
19122,2
19127,2
19130,2
19146,2
19147,2
19150,2
19151,2
19154,2
19155,2
19159,2
19182,2
19183,2
19186,2
19187,2
19191,2
19194,2
19199,2
19202,2
19206,2
19207,2
19210,2
19218,2
19219,2
19222,2
19246,2
19250,2
19259,2
19263,2
19278,2
19291,2
19295,2
19314,2
19315,2
19323,2
19326,2
19346,2
19355,2
19358,2
19359,2
19402,2
19403,2
19410,2
19423,2
19434,2
19435,2
19442,2
19451,2
19458,2
19462,2
19474,2
19478,2
19490,2
19494,2
19498,2
19499,2
19502,2
19514,2
19515,2
19522,2
19526,2
19527,2
19530,2
19531,2
19534,2
19542,2
19546,2
19547,2
19550,2
19551,2
19554,2
19555,2
19558,2
19566,2
19567,2
19574,2
19579,2
19582,2
19583,2
19594,2
19598,2
19602,2
19606,2
19607,2
19611,2
19614,2
19615,2
19638,2
19646,2
19647,2
19671,2
19674,2
19679,2
19702,2
19703,2
19711,2
19714,2
19734,2
19746,2
19747,2
19778,2
19779,2
19810,2
19822,2
19862,2
19907,2
19918,2
19919,2
19926,2
19938,2
19954,2
19955,2
19971,2
20003,2
20035,2
20139,2
20163,2
20230,2
20271,2
20279,2
20294,2
20295,2
20343,2
20375,2
20387,2
20390,2
20407,2
20431,2
20439,2
20455,2
20463,2
20471,2
20491,2
20495,2
20503,2
20511,2
20527,2
20543,2
20555,2
20574,2
20575,2
20583,2
20606,2
20607,2
20623,2
20631,2
20655,2
20663,2
20695,2
20723,2
20747,2
20759,2
20779,2
20831,2
20839,2
20843,2
20847,2
20863,2
20871,2
20875,2
20895,2
20903,2
20907,2
20926,2
20927,2
20931,2
20935,2
20939,2
20958,2
20959,2
20963,2
20967,2
20971,2
20991,2
21003,2
21007,2
21071,2
21091,2
21103,2
21143,2
21151,2
21155,2
21186,2
21187,2
21195,2
21227,2
21231,2
21267,2
21274,2
21275,2
21299,2
21306,2
21307,2
21331,2
21338,2
21339,2
21363,2
21370,2
21371,2
21434,2
21435,2
21467,2
21491,2
21499,2
22279,2
22299,2
22302,2
22303,2
22311,2
22331,2
22334,2
22335,2
22363,2
22374,2
22379,2
22383,2
22398,2
22399,2
22406,2
22407,2
22415,2
22430,2
22431,2
22438,2
22439,2
22462,2
22463,2
22470,2
22471,2
22491,2
22494,2
22495,2
22503,2
22523,2
22526,2
22527,2
22555,2
22618,2
22619,2
22747,2
22786,2
22787,2
22819,2
22842,2
22843,2
22851,2
22883,2
22906,2
22907,2
22914,2
22915,2
22938,2
22939,2
22947,2
22979,2
23003,2
23011,2
23034,2
23035,2
23099,2
23127,2
23135,2
23187,2
23302,2
23303,2
23310,2
23311,2
23315,2
23318,2
23319,2
23334,2
23350,2
23351,2
23354,2
23355,2
23375,2
23398,2
23399,2
23414,2
